State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Haryana,Haryana_District,2015,Rabi,jute,19011.39,41615.63
Haryana,Haryana_District,2015,Whole Year,banana,1706.68,51284.38
Haryana,Haryana_District,2015,Kharif,mango,19634.82,196300.52
Haryana,Haryana_District,2015,Rabi,coconut,15267.81,138180.12
Haryana,Haryana_District,2015,Whole Year,coffee,33092.28,8886.5
Haryana,Haryana_District,2015,Rabi,papaya,34008.56,1542875.07
Haryana,Haryana_District,2015,Whole Year,grapes,24103.21,429141.24
Haryana,Haryana_District,2015,Kharif,orange,9426.5,71215.83
Haryana,Haryana_District,2015,Whole Year,watermelon,5546.91,102617.15
Haryana,Haryana_District,2015,Whole Year,lentil,45928.03,36603.8
Haryana,Haryana_District,2015,Rabi,pigeonpeas,31298.69,24466.35
Haryana,Haryana_District,2015,Whole Year,mungbean,2462.24,741.68
Haryana,Haryana_District,2015,Rabi,blackgram,6153.34,3177.99
Haryana,Haryana_District,2015,Whole Year,mothbeans,44759.42,17611.72
Haryana,Haryana_District,2015,Whole Year,kidneybeans,18688.72,28359.83
Haryana,Haryana_District,2015,Rabi,pomegranate,27735.97,191832.02
Haryana,Haryana_District,2015,Kharif,muskmelon,24296.98,358148.03
Haryana,Haryana_District,2015,Rabi,apple,24018.78,222271.64
Karnataka,Karnataka_District,2015,Whole Year,rice,39966.24,85702.65
Karnataka,Karnataka_District,2015,Rabi,maize,35808.5,111133.83
Karnataka,Karnataka_District,2015,Rabi,chickpea,29142.56,37825.53
Karnataka,Karnataka_District,2015,Whole Year,cotton,1359.59,914.19
Karnataka,Karnataka_District,2015,Whole Year,jute,2657.62,6989.85
Karnataka,Karnataka_District,2015,Rabi,banana,11899.47,237074.4
Karnataka,Karnataka_District,2015,Kharif,mango,16196.13,114809.19
Karnataka,Karnataka_District,2015,Rabi,coconut,20110.51,172290.01
Karnataka,Karnataka_District,2015,Kharif,coffee,14133.62,12874.23
Karnataka,Karnataka_District,2015,Kharif,papaya,27492.13,616434.61
Karnataka,Karnataka_District,2015,Kharif,grapes,14728.31,280025.45
Karnataka,Karnataka_District,2015,Kharif,orange,32616.96,331778.8
Karnataka,Karnataka_District,2015,Kharif,watermelon,6435.21,173464.72
Karnataka,Karnataka_District,2015,Rabi,lentil,48714.18,45710.58
Karnataka,Karnataka_District,2015,Rabi,pigeonpeas,43656.66,40112.35
Karnataka,Karnataka_District,2015,Whole Year,mungbean,49899.21,28449.19
Karnataka,Karnataka_District,2015,Rabi,blackgram,41652.54,23551.08
Karnataka,Karnataka_District,2015,Rabi,mothbeans,4113.6,1664.36
Karnataka,Karnataka_District,2015,Whole Year,kidneybeans,4332.63,5765.7
Karnataka,Karnataka_District,2015,Whole Year,pomegranate,17809.66,131116.25
Karnataka,Karnataka_District,2015,Rabi,muskmelon,11350.62,233695.48
Karnataka,Karnataka_District,2015,Rabi,apple,20989.48,304456.11
Kerala,Kerala_District,2015,Whole Year,rice,24624.61,79080.09
Kerala,Kerala_District,2015,Kharif,maize,44460.59,92129.73
Kerala,Kerala_District,2015,Whole Year,chickpea,9998.45,9634.16
Kerala,Kerala_District,2015,Kharif,cotton,27072.84,11166.72
Kerala,Kerala_District,2015,Rabi,jute,1427.89,3276.11
Kerala,Kerala_District,2015,Rabi,banana,26139.86,855806.11
Kerala,Kerala_District,2015,Kharif,mango,40616.47,185748.48
Kerala,Kerala_District,2015,Kharif,coconut,20080.56,107371.27
Kerala,Kerala_District,2015,Kharif,coffee,20173.01,15807.04
Kerala,Kerala_District,2015,Whole Year,papaya,17504.99,566522.19
Kerala,Kerala_District,2015,Kharif,grapes,23980.69,420747.0
Kerala,Kerala_District,2015,Whole Year,orange,38588.27,227709.72
Kerala,Kerala_District,2015,Rabi,watermelon,35510.2,872045.48
Kerala,Kerala_District,2015,Rabi,lentil,36021.98,32597.8
Kerala,Kerala_District,2015,Whole Year,pigeonpeas,37252.31,33592.63
Kerala,Kerala_District,2015,Rabi,mungbean,18272.95,5458.14
Kerala,Kerala_District,2015,Whole Year,blackgram,9647.65,4233.25
Kerala,Kerala_District,2015,Rabi,mothbeans,4227.71,1973.63
Kerala,Kerala_District,2015,Whole Year,kidneybeans,28030.92,38029.27
Kerala,Kerala_District,2015,Kharif,pomegranate,4310.98,17186.28
Kerala,Kerala_District,2015,Kharif,muskmelon,29077.59,502901.69
Kerala,Kerala_District,2015,Whole Year,apple,22304.75,212185.83
Madhya Pradesh,Madhya Pradesh_District,2015,Whole Year,rice,41046.65,139607.8
Madhya Pradesh,Madhya Pradesh_District,2015,Kharif,maize,6901.83,18675.47
Madhya Pradesh,Madhya Pradesh_District,2015,Whole Year,chickpea,32924.97,40117.55
Madhya Pradesh,Madhya Pradesh_District,2015,Whole Year,cotton,25981.18,17101.47
Madhya Pradesh,Madhya Pradesh_District,2015,Kharif,jute,40467.3,85003.08
Madhya Pradesh,Madhya Pradesh_District,2015,Rabi,banana,6542.15,174359.78
Madhya Pradesh,Madhya Pradesh_District,2015,Kharif,mango,13581.8,62527.36
Madhya Pradesh,Madhya Pradesh_District,2015,Kharif,coconut,35370.78,242080.98
Madhya Pradesh,Madhya Pradesh_District,2015,Whole Year,coffee,42303.05,18990.67
Madhya Pradesh,Madhya Pradesh_District,2015,Kharif,papaya,24237.88,901919.23
Madhya Pradesh,Madhya Pradesh_District,2015,Kharif,grapes,45494.76,396811.07
Madhya Pradesh,Madhya Pradesh_District,2015,Whole Year,orange,2130.09,16964.24
Madhya Pradesh,Madhya Pradesh_District,2015,Rabi,watermelon,23345.2,653538.91
Madhya Pradesh,Madhya Pradesh_District,2015,Rabi,lentil,30637.65,28010.44
Madhya Pradesh,Madhya Pradesh_District,2015,Rabi,pigeonpeas,23520.7,17784.52
Madhya Pradesh,Madhya Pradesh_District,2015,Rabi,mungbean,25519.15,17422.89
Madhya Pradesh,Madhya Pradesh_District,2015,Rabi,blackgram,7339.95,5513.6
Madhya Pradesh,Madhya Pradesh_District,2015,Rabi,mothbeans,4546.13,2088.08
Madhya Pradesh,Madhya Pradesh_District,2015,Whole Year,kidneybeans,32830.56,24565.42
Madhya Pradesh,Madhya Pradesh_District,2015,Rabi,pomegranate,19352.54,132158.77
Madhya Pradesh,Madhya Pradesh_District,2015,Whole Year,muskmelon,13646.84,154643.17
Madhya Pradesh,Madhya Pradesh_District,2015,Whole Year,apple,971.09,10507.25
Maharashtra,Maharashtra_District,2015,Whole Year,rice,31297.91,39895.36
Maharashtra,Maharashtra_District,2015,Kharif,maize,29457.38,59551.65
Maharashtra,Maharashtra_District,2015,Whole Year,chickpea,1126.75,1190.12
Maharashtra,Maharashtra_District,2015,Whole Year,cotton,49422.78,11510.52
Maharashtra,Maharashtra_District,2015,Rabi,jute,17613.61,56163.96
Maharashtra,Maharashtra_District,2015,Whole Year,banana,12332.02,353324.56
Maharashtra,Maharashtra_District,2015,Kharif,mango,32870.46,184698.11
Maharashtra,Maharashtra_District,2015,Whole Year,coconut,27188.74,88757.19
Maharashtra,Maharashtra_District,2015,Whole Year,coffee,11725.7,8256.95
Maharashtra,Maharashtra_District,2015,Rabi,papaya,6035.82,258818.5
Maharashtra,Maharashtra_District,2015,Rabi,grapes,12015.29,193479.77
Maharashtra,Maharashtra_District,2015,Whole Year,orange,30287.21,403262.96
Maharashtra,Maharashtra_District,2015,Rabi,watermelon,2126.74,49488.39
Maharashtra,Maharashtra_District,2015,Whole Year,lentil,31047.12,25517.03
Maharashtra,Maharashtra_District,2015,Whole Year,pigeonpeas,4582.61,4857.41
Maharashtra,Maharashtra_District,2015,Rabi,mungbean,2689.86,1948.63
Maharashtra,Maharashtra_District,2015,Rabi,blackgram,28388.24,18818.87
Maharashtra,Maharashtra_District,2015,Whole Year,mothbeans,49411.93,31536.23
Maharashtra,Maharashtra_District,2015,Rabi,kidneybeans,214.0,293.15
Maharashtra,Maharashtra_District,2015,Rabi,pomegranate,44147.38,294891.95
Maharashtra,Maharashtra_District,2015,Whole Year,muskmelon,20833.63,261993.98
Maharashtra,Maharashtra_District,2015,Rabi,apple,37026.69,520788.06
Punjab,Punjab_District,2015,Rabi,rice,44703.88,37689.95
Punjab,Punjab_District,2015,Kharif,maize,45850.75,125390.75
Punjab,Punjab_District,2015,Whole Year,chickpea,40220.92,27662.51
Punjab,Punjab_District,2015,Rabi,cotton,38669.43,11924.8
Punjab,Punjab_District,2015,Kharif,jute,37261.59,84697.6
Punjab,Punjab_District,2015,Kharif,banana,49624.67,1212340.5
Punjab,Punjab_District,2015,Rabi,mango,41187.09,310147.84
Punjab,Punjab_District,2015,Rabi,coconut,14282.54,90719.73
Punjab,Punjab_District,2015,Rabi,coffee,17474.58,8965.25
Punjab,Punjab_District,2015,Rabi,papaya,28226.86,945609.15
Punjab,Punjab_District,2015,Kharif,grapes,1642.38,35911.49
Punjab,Punjab_District,2015,Kharif,orange,18057.38,193864.0
Punjab,Punjab_District,2015,Kharif,watermelon,23955.77,484599.89
Punjab,Punjab_District,2015,Kharif,lentil,8873.83,8108.89
Punjab,Punjab_District,2015,Whole Year,pigeonpeas,19961.31,18467.61
Punjab,Punjab_District,2015,Kharif,mungbean,26750.42,14842.4
Punjab,Punjab_District,2015,Rabi,blackgram,40192.86,22247.38
Punjab,Punjab_District,2015,Rabi,mothbeans,43800.98,21172.25
Punjab,Punjab_District,2015,Rabi,kidneybeans,14335.52,14137.03
Punjab,Punjab_District,2015,Whole Year,pomegranate,22149.78,216550.62
Punjab,Punjab_District,2015,Rabi,muskmelon,43645.93,619507.4
Punjab,Punjab_District,2015,Kharif,apple,32443.34,468103.96
Rajasthan,Rajasthan_District,2015,Kharif,rice,16828.39,45455.29
Rajasthan,Rajasthan_District,2015,Whole Year,maize,40359.05,93826.58
Rajasthan,Rajasthan_District,2015,Rabi,chickpea,30300.82,39268.11
Rajasthan,Rajasthan_District,2015,Kharif,cotton,25853.93,16781.04
Rajasthan,Rajasthan_District,2015,Kharif,jute,36667.51,88748.49
Rajasthan,Rajasthan_District,2015,Kharif,banana,20199.08,627182.88
Rajasthan,Rajasthan_District,2015,Kharif,mango,32667.61,290899.23
Rajasthan,Rajasthan_District,2015,Rabi,coconut,1692.71,17960.16
Rajasthan,Rajasthan_District,2015,Kharif,coffee,35408.3,44265.16
Rajasthan,Rajasthan_District,2015,Whole Year,papaya,38747.92,1372929.43
Rajasthan,Rajasthan_District,2015,Rabi,grapes,18896.18,400728.93
Rajasthan,Rajasthan_District,2015,Rabi,orange,29880.43,245191.88
Rajasthan,Rajasthan_District,2015,Whole Year,watermelon,1680.28,38085.06
Rajasthan,Rajasthan_District,2015,Rabi,lentil,49390.41,31539.12
Rajasthan,Rajasthan_District,2015,Rabi,pigeonpeas,49057.78,41789.43
Rajasthan,Rajasthan_District,2015,Rabi,mungbean,44042.3,37166.04
Rajasthan,Rajasthan_District,2015,Rabi,blackgram,27774.3,7836.02
Rajasthan,Rajasthan_District,2015,Rabi,mothbeans,9051.57,4460.32
Rajasthan,Rajasthan_District,2015,Rabi,kidneybeans,25976.41,45637.64
Rajasthan,Rajasthan_District,2015,Rabi,pomegranate,21200.63,191480.12
Rajasthan,Rajasthan_District,2015,Whole Year,muskmelon,49793.47,584300.17
Rajasthan,Rajasthan_District,2015,Kharif,apple,11124.33,152464.64
Tamil Nadu,Tamil Nadu_District,2015,Whole Year,rice,47244.41,114642.08
Tamil Nadu,Tamil Nadu_District,2015,Whole Year,maize,37641.42,105974.54
Tamil Nadu,Tamil Nadu_District,2015,Rabi,chickpea,43785.45,15907.7
Tamil Nadu,Tamil Nadu_District,2015,Rabi,cotton,49933.77,19528.24
Tamil Nadu,Tamil Nadu_District,2015,Kharif,jute,32210.76,50966.25
Tamil Nadu,Tamil Nadu_District,2015,Rabi,banana,38256.74,1014300.72
Tamil Nadu,Tamil Nadu_District,2015,Whole Year,mango,24826.89,122506.95
Tamil Nadu,Tamil Nadu_District,2015,Whole Year,coconut,22293.34,222345.0
Tamil Nadu,Tamil Nadu_District,2015,Rabi,coffee,29286.72,32731.24
Tamil Nadu,Tamil Nadu_District,2015,Rabi,papaya,6014.1,245983.52
Tamil Nadu,Tamil Nadu_District,2015,Kharif,grapes,47629.19,558629.56
Tamil Nadu,Tamil Nadu_District,2015,Whole Year,orange,40211.78,400492.34
Tamil Nadu,Tamil Nadu_District,2015,Whole Year,watermelon,8369.54,171774.35
Tamil Nadu,Tamil Nadu_District,2015,Whole Year,lentil,17119.42,15766.55
Tamil Nadu,Tamil Nadu_District,2015,Kharif,pigeonpeas,21172.74,15313.19
Tamil Nadu,Tamil Nadu_District,2015,Kharif,mungbean,4948.26,3257.17
Tamil Nadu,Tamil Nadu_District,2015,Kharif,blackgram,13647.44,3867.2
Tamil Nadu,Tamil Nadu_District,2015,Rabi,mothbeans,22628.37,8584.98
Tamil Nadu,Tamil Nadu_District,2015,Whole Year,kidneybeans,43531.49,66187.37
Tamil Nadu,Tamil Nadu_District,2015,Whole Year,pomegranate,28278.26,245639.57
Tamil Nadu,Tamil Nadu_District,2015,Rabi,muskmelon,12643.3,234121.6
Tamil Nadu,Tamil Nadu_District,2015,Kharif,apple,36696.43,305839.84
Uttar Pradesh,Uttar Pradesh_District,2015,Whole Year,rice,33773.09,114159.13
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,maize,47155.29,159192.56
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,chickpea,44945.76,38710.57
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,cotton,28227.4,14632.72
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,jute,1464.3,4000.85
Uttar Pradesh,Uttar Pradesh_District,2015,Whole Year,banana,6896.78,214365.54
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,mango,33185.84,164630.87
Uttar Pradesh,Uttar Pradesh_District,2015,Whole Year,coconut,48226.68,486351.33
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,coffee,3592.11,4260.12
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,papaya,37650.28,1563686.21
Uttar Pradesh,Uttar Pradesh_District,2015,Whole Year,grapes,28225.04,600084.11
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,orange,28016.79,314681.6
Uttar Pradesh,Uttar Pradesh_District,2015,Rabi,watermelon,26241.65,733281.55
Uttar Pradesh,Uttar Pradesh_District,2015,Whole Year,lentil,807.38,861.18
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,pigeonpeas,37827.4,37399.45
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,mungbean,45776.19,28069.62
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,blackgram,16925.66,7170.45
Uttar Pradesh,Uttar Pradesh_District,2015,Whole Year,mothbeans,32917.25,13324.38
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,kidneybeans,40071.51,54917.14
Uttar Pradesh,Uttar Pradesh_District,2015,Rabi,pomegranate,29336.51,154689.06
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,muskmelon,29326.73,539895.43
Uttar Pradesh,Uttar Pradesh_District,2015,Kharif,apple,27286.18,439469.24
West Bengal,West Bengal_District,2015,Rabi,rice,39580.75,99760.53
West Bengal,West Bengal_District,2015,Rabi,maize,22166.45,55909.26
West Bengal,West Bengal_District,2015,Rabi,chickpea,11373.58,12294.77
West Bengal,West Bengal_District,2015,Rabi,cotton,48335.81,26269.7
West Bengal,West Bengal_District,2015,Rabi,jute,6456.68,14288.4
West Bengal,West Bengal_District,2015,Whole Year,banana,15425.52,535742.79
West Bengal,West Bengal_District,2015,Whole Year,mango,16596.05,107333.28
West Bengal,West Bengal_District,2015,Rabi,coconut,12387.52,105694.73
West Bengal,West Bengal_District,2015,Whole Year,coffee,10546.72,10344.12
West Bengal,West Bengal_District,2015,Rabi,papaya,5100.7,272495.25
West Bengal,West Bengal_District,2015,Rabi,grapes,47610.67,1090759.68
West Bengal,West Bengal_District,2015,Kharif,orange,34869.92,554814.21
West Bengal,West Bengal_District,2015,Kharif,watermelon,805.78,13349.8
West Bengal,West Bengal_District,2015,Rabi,lentil,39307.69,34334.07
West Bengal,West Bengal_District,2015,Kharif,pigeonpeas,1927.07,1778.37
West Bengal,West Bengal_District,2015,Whole Year,mungbean,48332.31,27026.3
West Bengal,West Bengal_District,2015,Kharif,blackgram,21670.81,6808.99
West Bengal,West Bengal_District,2015,Whole Year,mothbeans,18426.55,9342.34
West Bengal,West Bengal_District,2015,Whole Year,kidneybeans,19713.33,16144.47
West Bengal,West Bengal_District,2015,Kharif,pomegranate,37148.79,398716.77
West Bengal,West Bengal_District,2015,Whole Year,muskmelon,4151.83,54772.21
West Bengal,West Bengal_District,2015,Whole Year,apple,8746.0,147231.42
Andhra Pradesh,Andhra Pradesh_District,2016,Kharif,rice,47079.2,55918.25
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,maize,49253.77,139068.07
Andhra Pradesh,Andhra Pradesh_District,2016,Kharif,chickpea,9897.69,9871.25
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,cotton,32362.53,18986.1
Andhra Pradesh,Andhra Pradesh_District,2016,Kharif,jute,29418.25,68452.22
Andhra Pradesh,Andhra Pradesh_District,2016,Rabi,banana,12438.45,376611.98
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,mango,858.36,5606.28
Andhra Pradesh,Andhra Pradesh_District,2016,Kharif,coconut,40635.08,204641.64
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,coffee,43578.9,41384.66
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,papaya,29860.56,649947.63
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,grapes,27838.71,696593.86
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,orange,48507.92,539109.34
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,watermelon,41103.86,1051607.05
Andhra Pradesh,Andhra Pradesh_District,2016,Rabi,lentil,17095.76,12624.28
Andhra Pradesh,Andhra Pradesh_District,2016,Rabi,pigeonpeas,40881.61,39129.34
Andhra Pradesh,Andhra Pradesh_District,2016,Kharif,mungbean,23972.95,15484.12
Andhra Pradesh,Andhra Pradesh_District,2016,Rabi,blackgram,1085.83,870.55
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,mothbeans,8806.21,2194.05
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,kidneybeans,37580.95,54184.01
Andhra Pradesh,Andhra Pradesh_District,2016,Rabi,pomegranate,25856.68,256127.54
Andhra Pradesh,Andhra Pradesh_District,2016,Rabi,muskmelon,43795.6,794936.71
Andhra Pradesh,Andhra Pradesh_District,2016,Whole Year,apple,21490.31,241061.27
Bihar,Bihar_District,2016,Whole Year,rice,49101.87,170509.56
Bihar,Bihar_District,2016,Kharif,maize,9848.08,34441.42
Bihar,Bihar_District,2016,Rabi,chickpea,43040.59,45669.94
Bihar,Bihar_District,2016,Kharif,cotton,19245.27,12350.69
Bihar,Bihar_District,2016,Rabi,jute,9666.7,22351.72
Bihar,Bihar_District,2016,Kharif,banana,46611.23,1246525.07
Bihar,Bihar_District,2016,Rabi,mango,8044.91,34901.85
Bihar,Bihar_District,2016,Rabi,coconut,35073.48,278808.12
Bihar,Bihar_District,2016,Whole Year,coffee,26022.95,26851.71
Bihar,Bihar_District,2016,Rabi,papaya,902.18,29188.89
Bihar,Bihar_District,2016,Whole Year,grapes,24984.54,460099.74
Bihar,Bihar_District,2016,Kharif,orange,43452.2,430359.15
Bihar,Bihar_District,2016,Whole Year,watermelon,7960.93,193639.92
Bihar,Bihar_District,2016,Rabi,lentil,18289.55,10910.93
Bihar,Bihar_District,2016,Rabi,pigeonpeas,15532.04,14016.55
Bihar,Bihar_District,2016,Kharif,mungbean,885.7,569.92
Bihar,Bihar_District,2016,Kharif,blackgram,4750.55,3298.52
Bihar,Bihar_District,2016,Rabi,mothbeans,41179.26,17334.65
Bihar,Bihar_District,2016,Kharif,kidneybeans,37750.69,30387.07
Bihar,Bihar_District,2016,Kharif,pomegranate,35731.43,191357.55
Bihar,Bihar_District,2016,Whole Year,muskmelon,36386.83,344725.36
Bihar,Bihar_District,2016,Kharif,apple,17079.72,261397.93
Gujarat,Gujarat_District,2016,Whole Year,rice,44488.98,115803.33
Gujarat,Gujarat_District,2016,Kharif,maize,32681.27,91237.03
Gujarat,Gujarat_District,2016,Kharif,chickpea,17591.91,24093.21
Gujarat,Gujarat_District,2016,Rabi,cotton,42909.67,12397.02
Gujarat,Gujarat_District,2016,Kharif,jute,20879.09,39654.0
Gujarat,Gujarat_District,2016,Kharif,banana,13410.56,221405.2
Gujarat,Gujarat_District,2016,Whole Year,mango,17360.63,43873.17
Gujarat,Gujarat_District,2016,Kharif,coconut,8055.47,46813.99
Gujarat,Gujarat_District,2016,Kharif,coffee,12127.93,15929.36
Gujarat,Gujarat_District,2016,Kharif,papaya,13957.89,583876.52
Gujarat,Gujarat_District,2016,Kharif,grapes,40390.89,819899.88
Gujarat,Gujarat_District,2016,Whole Year,orange,24212.52,330247.32
Gujarat,Gujarat_District,2016,Rabi,watermelon,21674.74,711674.15
Gujarat,Gujarat_District,2016,Rabi,lentil,10369.3,6073.62
Gujarat,Gujarat_District,2016,Whole Year,pigeonpeas,4431.41,2931.3
Gujarat,Gujarat_District,2016,Kharif,mungbean,15781.63,9332.94
Gujarat,Gujarat_District,2016,Rabi,blackgram,31740.83,23283.88
Gujarat,Gujarat_District,2016,Rabi,mothbeans,20703.17,6006.34
Gujarat,Gujarat_District,2016,Whole Year,kidneybeans,14815.25,17733.7
Gujarat,Gujarat_District,2016,Whole Year,pomegranate,32035.59,202103.31
Gujarat,Gujarat_District,2016,Kharif,muskmelon,1898.64,27789.42
Gujarat,Gujarat_District,2016,Whole Year,apple,5333.08,31861.1
Haryana,Haryana_District,2016,Rabi,rice,43329.67,88458.31
Haryana,Haryana_District,2016,Rabi,maize,3524.31,5297.57
Haryana,Haryana_District,2016,Whole Year,chickpea,13963.48,8862.82
Haryana,Haryana_District,2016,Whole Year,cotton,19567.25,8302.13
Haryana,Haryana_District,2016,Whole Year,jute,40507.3,115749.64
Haryana,Haryana_District,2016,Kharif,banana,22423.23,727720.45
Haryana,Haryana_District,2016,Rabi,mango,32198.94,254029.45
Haryana,Haryana_District,2016,Kharif,coconut,49923.11,437326.62
